dates,temperature_stream,dH
29-08-2019 00:45,22.78,0.04212391742849517
29-08-2019 01:00,22.748,0.04291896286470327
29-08-2019 01:15,22.718,0.0426930823458622
29-08-2019 01:30,22.706,0.04168844231413542
29-08-2019 01:45,22.688,0.042108351510095794
29-08-2019 02:00,22.67,0.04261407189108981
29-08-2019 02:15,22.65,0.039413261629139384
29-08-2019 02:30,22.641,0.04066076007357308
29-08-2019 02:45,22.638,0.03781573959480061
29-08-2019 03:00,22.634,0.03821156110469123
29-08-2019 03:15,22.65,0.037892049176404596
29-08-2019 03:30,22.653,0.03942648770247997
29-08-2019 03:45,22.656,0.039330500037607144
29-08-2019 04:00,22.674,0.04033818966283531
29-08-2019 04:15,22.703,0.041581602609248584
29-08-2019 04:30,22.773,0.040868285595115184
29-08-2019 04:45,22.803,0.03966656729276772
29-08-2019 05:00,22.847,0.0434178544810563
29-08-2019 05:15,22.951,0.04333030516447977
29-08-2019 05:30,23.052,0.0432529336952731
29-08-2019 05:45,23.172,0.043618179953367225
29-08-2019 06:00,23.109,0.041897217074988474
29-08-2019 06:15,23.147,0.04240020307831167
29-08-2019 06:30,23.16,0.04285537405383973
29-08-2019 06:45,23.213,0.04229333670657577
29-08-2019 07:00,23.318,0.04110244240986258
29-08-2019 07:15,23.478,0.03960796313137175
29-08-2019 07:30,23.606,0.03828444228678477
29-08-2019 07:45,23.694,0.036940586260418865
29-08-2019 08:00,23.795,0.03698803137115462
29-08-2019 08:15,23.805,0.03537048937086751
29-08-2019 08:30,23.911,0.03376274641194132
29-08-2019 08:45,24.121,0.03519568885941096
29-08-2019 09:00,24.307,0.03143651033511332
29-08-2019 09:15,24.368,0.03224372884600923
29-08-2019 09:30,24.536,0.029918600469062962
29-08-2019 09:45,24.723,0.029939556509788058
29-08-2019 10:00,24.778,0.028052351127187212
29-08-2019 10:15,24.79,0.029025785475456155
29-08-2019 10:30,24.889,0.02437596086127086
29-08-2019 10:45,24.977,0.02523981223803242
29-08-2019 11:00,25.013,0.025265914296849948
29-08-2019 11:15,25.149,0.024773375544448157
29-08-2019 11:30,25.321,0.02145174189225223
29-08-2019 11:45,25.511,0.01937963062995307
29-08-2019 12:00,25.67,0.017202047877250447
29-08-2019 12:15,25.761,0.015793408501938402
29-08-2019 12:30,25.763,0.016348301868730652
29-08-2019 12:45,25.724,0.01636358060567932
29-08-2019 13:00,25.688,0.01508930454225328
29-08-2019 13:15,25.637,0.015652358648606132
29-08-2019 13:30,25.608,0.013816062332050188
29-08-2019 13:45,25.545,0.01583962146749712
29-08-2019 14:00,25.431,0.01628873770077062
29-08-2019 14:15,25.333,0.013555342600633196
29-08-2019 14:30,25.26,0.014161821277410431
29-08-2019 14:45,25.155,0.015617951575737287
29-08-2019 15:00,25.067,0.01484771383052182
29-08-2019 15:15,24.974,0.016263138893257298
29-08-2019 15:30,24.893,0.015851408898522407
29-08-2019 15:45,24.819,0.01859877742753793
29-08-2019 16:00,24.769,0.017637228288740366
